CODIGO|DESCRIPCION|ABREVIATURA
04750 |FALUCHO (ANTONIO RUIZ) (E - O) (PJE.)                                                               |PJE. FALUCHO        
10275B|SIN NOMBRE (DGNAL. SE - NO) EXTENSIÓN  PEDIDO DE DIRECCIÓN POR PLANO DEL LOTEO  TOTAL..             |S/N 102.75-B        
04800A|SAN LUIS (S - N)                                                                                    |SAN LUIS            
04800B|SIRIA, REPUBLICA DE (S - N) SEGUN PLANO 157711-                                                     |REP. DE SIRIA       
10285 |CACIQUE YANQUETRUZ (DGNAL. SE - NO)                                                                 |C. YANQUETRUZ       
04850A|BAZAN, TENIENTE GENERAL CECILIO (S - N) (PJE.)                                                      |PJE. C. BAZAN       
04850C|LEIVA, DIEGO DE (S - N) (PJE.)                                                                      |PJ.D.DE LEIVA       
10475 |SIN NOMBRE (DGNAL. SE - NO)                                                                         |DG.S/N 104.75       
04870 |FAISAL, SARA (S - N) (PJE.)                                                                         |SARA FAISAL         
04875 |27 DE FEBRERO (DGNAL. SE - NO)                                                                      |27 DE FEBRERO       
04900A|PRIMERA JUNTA (E - O)                                                                               |PRIMERA JUNTA       
04900B|DURAN, ALFONSO (E - O)                                                                              |ALFONSO DURAN       
05000A|CANDIOTI, PEDRO A. (S - N) (ACCESO AL CLUB EL QUILLA)                                               |P. CANDIOTI         
05000B|RIVADAVIA, BERNARDINO (S - N) SEGÚN RP-11-D-2004                                                    |RIVADAVIA           
10485 |CACIQUE ANDRESITO (DGNAL. SE - NO) (PJE.)                                                           |C. ANDRESITO        
05000C|VITTORI, PEDRO (S - N) ORD.9575/1992-                                                               |PEDRO VITTORI       
05000D|LOS OLMOS (S - N)                                                                                   |LOS OLMOS           
05000E|CRUZ ROJA ARGENTINA, CALLE DE LA (S - N)                                                            |C. ROJA ARG.        
05050C|LEON, SEBASTIAN DE (S - N) (PJE.)                                                                   |PJE.S.DE LEON       
05050E|VENIALVO, LAZARO DE (S - N) (PJE.) (1ER. PASAJE)                                                    |PJE. VENIALVO       
60800 |                                                                                                    |DON BOSCO II        
05050G|LOS NARDOS (S - N) (PJE.)                                                                           |PJ.LOS NARDOS       
05070 |ANSELMI, REYNALDO (S - N) (PJE.) (2DO. PASAJE)SEGÚN EXP. RP-11-D-2004-                              |PJE.R.ANSELMI       
05080 |SIN NOMBRE (S - N) (PJE.) (3ER. PASAJE)                                                             |PJE.S/N 50.80       
05100 |TUCUMAN (E - O)                                                                                     |TUCUMAN             
05125 |ALEM, AVENIDA LEANDRO N. (DGNAL. SO - NE)                                                           |AVDA.L.N.ALEM       
10685 |SIN NOMBRE (DGNAL. SE - NO)                                                                         |PJE. CARRASCO       
05200A|25 DE MAYO (S - N) SEGÚN EXPEDIENTERP-11-D-04-                                                      |25 DE MAYO          
10875 |VERA MUXICA, ANTONIO DE (DGNAL. SE - NO)                                                            |A.D.V.MUXICA        
05200B|LAS AZUCENAS (S - N)                                                                                |LAS AZUCENAS        
05250A|RAWSON, GUILLERMO (S - N) (PJE.)                                                                    |PJE. G.RAWSON       
10130 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 101.30       
05250B|LAS ROSAS (S - N) (PJE.)                                                                            |PJE.LAS ROSAS       
05275A|VALLE, ARISTOBULO DEL (DGNAL. SE - NO) S/ORD. 11593/2009                                            |A. DEL VALLE        
05275B|AGUIRRE, CORONEL JOSE MARIA (DGNAL. SE - NO)                                                        |DGNAL.AGUIRRE       
05275C|DOMINICANA, REPUBLICA (DGNAL. SE - NO)                                                              |R. DOMINICANA       
05300 |LA RIOJA (E - O)                                                                                    |LA RIOJA            
05400A|SAN MARTIN, GENERAL JOSE FRANCISCO DE (S - N)(ANTES COMERCIO)ORD.367/1901-                          |SAN MARTIN          
00725 |PADRE ATLIO ESPINOSA (DGNAL. SO - NE)ORD. 11344-/2006-CENTENARIO.                                   |A. ESPINOSA         
05400B|LAS ACACIAS (S - N)                                                                                 |LAS ACACIAS         
05430 |LEGARRA, PATRICIO (S - N) (PJE.)                                                                    |PJE.P.LEGARRA       
05450A|PASTEUR, LUIS (S - N) (PJE.)                                                                        |PJE.L.PASTEUR       
20130 |SIN NOMBRE (E - O) (PJE.) SEGÚN RES. Nº 19/2009-                                                    |PJ.S/N 201.30       
11350 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 113.50       
05450B|LAS MARGARITAS (S - N) (PJE.)                                                                       |PJ.MARGARITAS       
05500A|PERON, EVA DUARTE DE (E - O)                                                                        |EVA PERON           
05500B|CATAMARCA (E - O)                                                                                   |CATAMARCA           
05525 |BORGES, JORGE LUIS (SO - NE) (PJE.)ORD. 9658/1993-                                                  |J. L. BORGES        
05530 |SAN MARTIN, CLEMENTE DE (E - O) (PJE.)                                                              |PJ.C.S.MARTIN       
05550 |MAGALLANES, HERNANDO DE (E - O) (PJE.)                                                              |PJ.MAGALLANES       
05570 |GRILLI, ALFONSO (E - O) ( PJE.)                                                                     |PJE. A.GRILLI       
05600A|SAN JERONIMO (S - N)                                                                                |SAN JERONIMO        
16750 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 167.50       
05600B|LOS CEIBOS (S - N)                                                                                  |LOS CEIBOS          
05650A|BUSTAMANTE, JOSE LUIS (S - N) (PJE.)                                                                |PJ.BUSTAMANTE       
13475 |VICEPRESIDENTE VICENTE SOLANO LIMA (DGNAL. SE - NO)                                                 |V.SOLANO LIMA       
05650B|LOS AZAHARES (S - N) (PJE.)                                                                         |PJE. AZAHARES       
05675 |ZUVIRIA, AVENIDA FACUNDO (DGNAL. SE - NO)                                                           |AV. F.ZUVIRIA       
05700A|ORO, FRAY JUSTO SANTA MARIA DE (E - O) (PJE.)                                                       |F. S.M.DE ORO       
05700B|IRIGOYEN FREYRE, DOCTOR ABELARDO (E - O)                                                            |DR.A.I.FREYRE       
05700C|VERA, GOBERNADOR MARIANO (E - O)                                                                    |GDOR. M. VERA       
05750 |VIGNA, PEDRO (E - O) (PJE.)                                                                         |PJE. P. VIGNA       
05800A|9 DE JULIO (S - N)                                                                                  |9 DE JULIO          
13675 |PRESIDENTE HECTOR J. CAMPORA (DGNAL. SE - NO)                                                       |PTE.H.CAMPORA       
05800B|LOS AROMOS (S - N)                                                                                  |LOS AROMOS          
05825 |TACCA, RAUL ALBERTO (DGNAL. SO - NE)                                                                |RAUL A. TACCA       
05830 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJE.S/N 58.30       
05850A|ALMAFUERTE PEDRO B. PALACIOS (S-N)(PJE.)(TRAMO 3100-3199 ING. L. ZAMARO)                            |PJ.ALMAFUERTE       
05850C|LOS ALELIES (S - N)                                                                                 |PJE. ALELIES        
05875 |BELTRAN, FRAY LUIS (DGNAL. SE - NO)ORD. 9885/94/ DCT.44-                                            |LUIS BELTRAN        
05875B|HUDSON, GUILLERMO (DGNAL. SE - NO)                                                                  |DGNAL. HUDSON       
05900A|PEREZ, JOSE RUPERTO (E - O)                                                                         |JOSE R. PEREZ       
05900B|IRIGOYEN, HIPOLITO (E - O)                                                                          |H. IRIGOYEN         
05900C|SEGUI, JUAN FRANCISCO (E - O)                                                                       |JUAN F. SEGUI       
05950 |13 DE DICIEMBRE (E - O) (PJE.)                                                                      |13 DICIEMBRE        
05975 |CASTRO, ROSALIA DE (DGNAL. SE - NO)                                                                 |R. DE CASTRO        
05985 |CASEROS (BATALLA DE) (DGNAL. SE - NO)                                                               |CASEROS             
06000 |1 DE MAYO (S - N)                                                                                   |1 DE MAYO           
06025 |MARTINEZ, GENERAL JUAN APOSTOL (DGNAL. SO - NE)                                                     |DIAG.MARTINEZ       
06025A|CATENA, PADRE OSVALDO (DGNAL. SO - NE) (EX ECHEVERRIA)ORD.9436/1991                                 |PADRE CATENA        
06025B|VECINAL V.DEL PARQUE (DGNAL. SO - NE) (PJE.) (V.DEL P.)                                             |PJE.VECINAL         
06050 |INGENIEROS, JOSE (S - N) (PJE.)                                                                     |PJ.INGENIEROS       
06100A|CRESPO, GOBERNADOR DOMINGO (E - O)                                                                  |GDOR. CRESPO        
06100B|CALCHINES (E - O)                                                                                   |CALCHINES           
06150 |GUIRALDES, RICARDO (E - O) (PJE.)                                                                   |PJE.GUIRALDES       
55100 |SEGÚN ORD. 10024/1996/- S/INF.F.13VTO. ASESORA LEGAL-DE-448-653292-3                                |PJE PARAVAN R       
06200 |4 DE ENERO (S - N)                                                                                  |4 DE ENERO          
06225A|SIN NOMBRE (DGNAL. SO - NE) (CENTENARIO)                                                            |PJE. 62.25-A        
06225B|DE CENTENERA, M. BARCO DE (DGNAL. SO - NE)(V.DEL PARQUE)                                            |DE CENTENERA        
06230 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJE.S/N 62.30       
06250 |RODRIGUEZ, JORGE RAUL (S - N) (PJE.)                                                                |PJE.RODRIGUEZ       
06270 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJE.S/N 62.70       
06300A|SUIPACHA (BATALLA DE) (E - O)                                                                       |SUIPACHA            
06300B|CAPUTTO,  SALVADOR (E - O)                                                                          |SAL. CAPUTTO        
06300C|CABRAL, SARGENTO JUAN BAUTISTA (E - O)                                                              |SGTO.J.CABRAL       
06350 |RODRIGUEZ GALISTEO, MARTIN (E - O) (PJE.)                                                           |PJ.R.GALISTEO       
06400 |URQUIZA, GENERAL JUSTO JOSE DE (S - N)                                                              |GRAL. URQUIZA       
06425 |OROÑO, GOBERNADOR NICASIO (DGNAL. SO - NE)                                                          |GDOR. N.OROÑO       
06425A|VERA Y PINTADO, B. DE (DGNAL. SO - NE)(VILLA DEL PARQUE)                                            |V.Y PINTADO         
06450 |LASSAGA, RAMON J. (S - N) (PJE.)                                                                    |PJE.R.LASSAGA       
06485 |SIN NOMBRE (DGNAL. SE - NO) (PJE.)                                                                  |PJE.S/N 64.85       
06500A|CANDIOTI, GOBERNADOR FRANCISCO ANTONIO (E - O)                                                      |GDOR.CANDIOTI       
06500B|JUNIN (BATALLA DE) (E - O)                                                                          |JUNIN               
06600A|FRANCIA (S - N)                                                                                     |FRANCIA             
06225C|SIN NOMBRE (DGNAL. SO - NE) (VILLA DEL PARQUE)                                                      |PJE. 62.25-C        
06625 |TARRAGONA, GOBERNADOR JUAN FRANCISCO (DGNAL. SO - NE)                                               |J.F.TARRAGONA       
06650 |MARMOL, JOSE (S - N) (PJE.) S/PLANO 158.075                                                         |PJE. J.MARMOL       
06675 |GIMNASIA Y ESGRIMA (DGNAL.SE- NO)Bº ESCALANTE-ORD.9781/1994-                                        |PJE.G.Y ESGR.       
06700A|ITUZAINGO (BATALLA DE) (E - O)                                                                      |ITUZAINGO           
06700B|SANTIAGO DEL ESTERO (E - O)                                                                         |S. DEL ESTERO       
06800 |SAAVEDRA, CORNELIO DE (S - N)                                                                       |C.DE SAAVEDRA       
06825 |ZAVALIA, SALUSTIANO (DGNAL. SO - NE)                                                                |S. ZAVALIA          
06850 |MARSENGO, BENITO (S - N) (PJE.) S/PLANO 158.075-                                                    |PJE. MARSENGO       
06900A|BALCARCE, GENERAL ANTONIO GONZALEZ (E - O)                                                          |GRAL.BALCARCE       
06900B|GELABERT Y CRESPO, OBISPO JOSE MARIA (E - O)                                                        |OB.J.GELABERT       
07000 |SAN LORENZO (BATALLA DE) (S - N) SIN PLANO 158075                                                   |SAN LORENZO         
07025 |PEREZ, FRAY JOSE MANUEL (DGNAL. SO - NE)                                                            |FRAY J. PEREZ       
07025A|CULLEN, GOBERNADOR JOSE MARIA (DGNAL. SO - NE)                                                      |PJ.J.M.CULLEN       
07050 |QUIROGA, MARIANO (S - N) (PJE.) S/PLANO 140155-2006-                                                |PJE.M.QUIROGA       
07075 |LOPEZ Y PLANES, AVENIDA VICENTE (DGNAL. SE - NO)                                                    |L. Y PLANES         
07100A|GALVEZ, BVARD. DOCTOR JOSE (E - O)                                                                  |BVARD. GALVEZ       
07100B|PELLEGRINI, BVARD. DOCTOR CARLOS (E - O)                                                            |BV.PELLEGRINI       
07150A|CASTELLANOS, AARON (E - O) (PJE.)                                                                   |A.CASTELLANOS       
07150B|MARTINEZ, RUDECINDO (E - O) (PJE.)                                                                  |PJ.R.MARTINEZ       
07200 |FREYRE, AVENIDA DOCTOR RODOLFO (S - N)                                                              |GDOR.R.FREYRE       
07225 |VERA MUJICA, FRANCISCO ANTONIO DE (DGNAL. SO - NE)                                                  |F.VERA MUJICA       
07250A|ECHEVERRIA, ESTEBAN (S - N) (PJE.)                                                                  |PJ.ECHEVERRIA       
07250B|DRAGO, LUIS MARIA (S - N) (PJE. DGNAL.)                                                             |PJE.L.M.DRAGO       
07275 |LA PAZ (DGNAL. SE - NO)                                                                             |LA PAZ              
07300A|MAIPU (BATALLA DE) (E - O)                                                                          |MAIPU               
07300B|PUJATO, CANDIDO (E - O)                                                                             |C. PUJATO           
07350A|ZORRILLA DE SAN MARTIN, JUAN (E - O) (PJE.)                                                         |PJE. ZORRILLA       
07350B|MAIPU (BATALLA DE) (E - O) (PJE.)                                                                   |PJE. MAIPU          
07400 |ZAVALLA, DOCTOR MANUEL MARIA (S - N)                                                                |DR. M.ZAVALLA       
07425 |RODRIGUEZ PEÑA, NICOLAS (DGNAL. SO - NE)                                                            |N. R. PEÑA          
07450A|PERON, PRESIDENTE JUAN DOMINGO (S - N)                                                              |PTE.J.D.PERON       
07450B|PARAGUAY (S - N) (PJE.)SEGÚN RESOLUCIÓN INTERNA Nº 19/2009-                                         |PJE. PARAGUAY       
07475 |COCHABAMBA (DGNAL. SE - NO)                                                                         |COCHABAMBA          
07500A|CHACABUCO (BATALLA DE) (E - O)                                                                      |CHACABUCO           
07500B|COMAS, MARIANO (E - O)                                                                              |MARIANO COMAS       
07550 |CINGOLANI, JUAN (E - O) (PJE.) (EX-PJE. AMBROSIO)                                                   |PJE.CINGOLANI       
07600 |SAN JUAN (S - N)SEGÚN RESOLUCIÓN INTERNA  Nº 19/2009-                                               |SAN JUAN            
07625 |DE LA PEÑA, CARLOTA (DGNAL. SO - NE)                                                                |C.DE LA PEÑA        
07650 |PEREZ DE DENIS, GREGORIA IGNACIA (S - N) (PJE.) SEGÚN PLANO 4840.                                   |PJ.P.DE DENIS       
07675A|DIAZ, JOSE (DGNAL. SE - NO)                                                                         |JOSE DIAZ           
07675B|PEÑALOZA, GENERAL ANGEL VICENTE (DGNAL. SE - NO)                                                    |GRAL.PEÑALOZA       
07675C|BRASIL (DGNAL. SE - NO)                                                                             |BRASIL              
07700A|MOLINAS, GOBERNADOR LUCIANO (E - O) (EX RIO DE JANEIRO)                                             |GDOR. MOLINAS       
07725 |LARRAMENDI, JOSE TEODORO (DGNAL. SO - NE)                                                           |PJ.LARRAMENDI       
07750 |CASTRO BARROS, PEDRO IGNACIO DE (E - O) (PJE.)                                                      |PJE. C.BARROS       
07775 |IRALA, DOMINGO MARTINEZ DE (DGNAL. NE - SO)                                                         |PJ.M.DE IRALA       
07800 |SAN JOSE (S - N) SEGUN RESOLUCIÓN INT. Nº 19/2009(PLAN 6134)                                        |SAN JOSE            
07825 |10 DE JUNIO (DGNAL. SO - NE)                                                                        |10 DE JUNIO         
07850 |SIMONIELLO, PAULINA (S - N) (PJE.)ORD.9787/94-DCT-209--PLANO 6134-                                  |PJ.SIMONIELLO       
07875 |CRISTO OBRERO (DGNAL. SE - NO) (VILLA DEL PARQUE)                                                   |CRISTO OBRERO       
07875A|UNIDAD (DGNAL. SE - NO) (PJE.) (VILLA DEL PARQUE)                                                   |PJE. UNIDAD         
07900 |SILVA, DOMINGO GUZMAN (E - O)                                                                       |DOMINGO SILVA       
07950 |LEIVA, MANUEL (E - O) (PJE.)                                                                        |MANUEL LEIVA        
08000 |SANTIAGO DE CHILE (S - N)                                                                           |SGO. DE CHILE       
08025 |DESDE GOLONDRINA HASTA AV CIRC. MAR ARGENTINO (DGNAL. SO - NE)                                      |DGNAL JILGUERO      
08050 |CAMPO, ESTANISLAO DEL (S - N) (PJE.)                                                                |PJE.DEL CAMPO       
08075 |27 DE ENERO (DGNAL. SE - NO) (PJE.) (VILLA DEL PARQUE)                                              |27 DE ENERO         
08075A|TRABAJO (DGNAL. SE - NO) (PJE.) (VILLA DEL PARQUE)                                                  |PJE.TRABAJO         
08100 |CAMPILLO, JUAN DEL (E - O)                                                                          |DEL CAMPILLO        
08200 |SAENZ PEÑA, ROQUE (S - N)SEGUN RESOLUCION INT. Nº 19/2009-(PLAN 6134)                               |R. SAENZ PEÑA       
08250A|SIN NOMBRE (S - N) (PJE.) (2DO. PASAJE)                                                             |PJE. 82.50-A        
08250B|ALFONSO (S - N) (PJE.)SEGUN PLANO Nº 147585-                                                        |PJE. ALFONSO        
08250C|DESIERTO, LAGUNA DEL (S - N) (PJE.)ORD. 9859/94-DCT.296-                                            |LAG.DESIERTO        
08275 |PARERA, BLAS (DGNAL. SE - NO)                                                                       |BLAS PARERA         
08275A|JUSTICIA (DGNAL. SE - NO) (VILLA DEL PARQUE)                                                        |JUSTICIA            
08275B|GIACCHINO, CAP.PEDRO E. (DGNAL SE  NO) (V.DEL PARQUE)ORD.9703/93-DCT.308-                           |CAP.GIACCHINO       
08275C|MOSCONI, AVENIDA GENERAL ENRIQUE (DGNAL. SE - NO)                                                   |GRAL. MOSCONI       
08300 |ITURRASPE, JOSE BERNARDO (E - O)                                                                    |J. ITURRASPE        
08330 |BARILOCHE, SAN CARLOS DE (E - O) (PJE.)Bº BARRANQUITA. ORD.9810/94-                                 |PJE.BARILOCHE       
08400 |DIAZ DE SOLIS, JUAN (S - N) SEGÚN PLANO 147585-                                                     |J.D.DE SOLIS        
08450 |GALISTEO, JOSE ELIAS (S - N) (PJE.)SEGÚN PLANO Nº 147585-                                           |JOSE GALISTEO       
08475 |SANTA FE (DGNAL. SE - NO ) (PJE.)                                                                   |PJE.SANTA FE        
08475A|LIBERACION (DGNAL. SE - NO) (VILLA DEL PARQUE)                                                      |LIBERACION          
08475B|SOBERANIA (DGNAL. SE - NO) (PJE.) (VILLA DEL PARQUE)                                                |PJE.SOBERANIA       
08500 |CORDOBA (E - O)                                                                                     |CORDOBA             
08550 |EL SALVADOR, REPUBLICA DE (E - O) (PJE.)                                                            |PJE.SALVADOR        
08600 |LAMADRID, GREGORIA ARAOZ DE (S - N)SEGUN PLANO Nº 147585-                                           |G.DE LAMADRID       
08630 |BOSSO, CARLOS ALBERTO (S - N) (PJE.)                                                                |CARLOS BOSSO        
08650A|BOSSO, MARIA ISABEL SALINAS DE (S - N) (PJE.)                                                       |M.I. DE BOSSO       
08650B|PARANA (S - N) (PJE.) (3ER. PASAJE)SEGUN PLANO Nº 147585-                                           |PJE. PARANA         
08670 |OJEDA, BERNARDO (S - N) (PJE.)                                                                      |PJE. B. OJEDA       
08675 |SIN NOMBRE (DGNAL. SE - NO) (PJE.) (VILLA DEL PARQUE)                                               |PJE.S/N 86.75       
08700 |ZENTENO, PRESBITERO DOCTOR PEDRO ALEJANDRINO (E - O)                                                |DR. P.ZENTENO       
08750 |ALDAO, FRANCISCO (E - O) (PJE.)                                                                     |PJE.F.ALDAO         
08800 |GABOTO, SEBASTIAN (S - N)SEGUN PLANO Nº 147585-                                                     |S. GABOTO           
08825 |NACIONES UNIDAS (DGNAL. SO - NE)                                                                    |NAC. UNIDAS         
08850 |GARCIA BAÑON, JOSE (S - N) (PJE.) (2DO. PSJ) SEGÚN Nº 99580-ORD.9782/94-                            |GARCIA BAÑON        
08875 |SOLIDARIDAD (DGNAL. SE - NO) (PJE.) (VILLA DEL PARQUE)                                              |SOLIDARIDAD         
08900 |FERRE, PEDRO (E - O)                                                                                |PEDRO FERRE         
08925A|BOLIVIA (DGNAL. SO - NE)                                                                            |BOLIVIA             
08925B|PASO DE LOS ANDES (DGNAL. SO - NE)                                                                  |DE LOS ANDES        
08950 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJE.S/N 89.50       
09000 |ESTRADA, JOSE MANUEL (S - N)                                                                        |J. M. ESTRADA       
09050 |MADEO, HERMANOS (S - N) (PJE.)(1ER. PASAJE)                                                         |PJE. MADEO          
09100 |DIAZ COLODRERO, PEDRO (E - O)                                                                       |D. COLODRERO        
09125 |PERU (DGNAL. SO - NE)                                                                               |PERU                
09150 |RODRIGUEZ CARDONA, DOCTOR JUAN CARLOS (E - O) (PJE.)                                                |RODRIGUEZ C.        
09175 |MATTURO, INGENIERO DIEGO (DGNAL. SE - NO)                                                           |DIAG.MATTURO        
09200 |AGUADO, ALEJANDRO (S - N) S/PLANO APROBADAO Nº 155563                                               |A. AGUADO           
09230 |SIN NOMBRE (S - N) (PJE.) (1ER. PASAJE)                                                             |PJE.S/N 92.30       
09250A|FRENGUELLI, JOAQUIN (S - N) (PJE.) (2DO. PASAJE) SEGÚN PLANO DE MENSURA.                            |PJ.FRENGUELLI       
09250B|BRAILLE, LUIS (S - N) (PJE.)                                                                        |PJE.L.BRAILLE       
09270 |SIN NOMBRE (S - N) (PJE.) (2DO. PASAJE)                                                             |PJE.S/N 92.70       
09275 |AGUADO, ALEJANDRO (DGNAL. SE - NO)                                                                  |DGNAL. AGUADO       
09300 |TORRENT, LUCIANO (E - O)                                                                            |L. TORRENT          
09325 |ARTIGAS, JOSE GERVASIO (DGNAL. SO - NE)                                                             |J. G. ARTIGAS       
09350 |FRAGA, GOBERNADOR ROSENDO MARIA (E - O) (PJE.)                                                      |PJE. FRAGA          
09375 |MUTTIS, ENRIQUE INTENDENTE. (DGNAL. SE - NO)ORD. 9672/1993-                                         |E. MUTTIS           
09400A|QUIROGA, PADRE (S - N) (EX EUROPA)                                                                  |PADRE QUIROGA       
09400B|EUROPA (S - N) SEGÚN RESOLUCIÓN INT. Nº 19/009-                                                     |EUROPA              
09450 |BARRETO, FELIX (S - N) (PJE.)(3ER. PASAJE)                                                          |PJE.F.BARRETO       
09500 |GUTIERREZ, JUAN MARIA (E - O)                                                                       |J.M.GUTIERREZ       
09525 |ECUADOR (DGNAL. SO - NE)                                                                            |ECUADOR             
09550 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJE.S/N 95.50       
09600 |"AZOPARDO, JUAN BAUTISTA (S - N)""CALLE PROYECTADA SEGÚN RESOLUCIÓN. INT.Nº 19/2009-                  "|J.B.AZOPARDO        
09630 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJE.S/N 96.30       
09650A|SIN NOMBRE (S - N) (PJE.) (IV PASAJE)                                                               |PJE. 96.50-A        
09650B|PIVIDORI, SANTIAGO (S - N) (PJE.)                                                                   |PJE. PIVIDORI       
09670 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJE.S/N 96.70       
09675 |PJE. JESÚS MISERICORDIOSO (96,75) (S-N)Bº LAS FLORES. I -ORD.9879/94DCT.45-                         |PJE. 96.75          
09685 |PJE.-NTRA SEÑORA DEL TRANSITO (COD. 9685)-ORD.9880/94-(N-O-Bº FLORES I-                             |N.S.TRANSITO        
09700 |QUINTANA, JOSE (E - O)                                                                              |JOSE QUINTANA       
09750 |CALCENA, DOCTOR JOSE ALBERTO (E - O) (PJE.)                                                         |PJE.J.CALCENA       
09800 |ARENALES, JUAN ANTONIO ALVAREZ DE (S - N)                                                           |J.DE ARENALES       
09830 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJE.S/N 98.30       
09850 |SIN NOMBRE (S - N) (PJE.) (1ER. PASAJE)                                                             |PJE.S/N 98.50       
09870 |                                                                                                    |PJE.S/N 98.70       
09875A|CERVERA, DOCTOR MANUEL MARIA (DGNAL. SE - NO)                                                       |DIAG.CERVERA        
09900A|PADILLA, MANUEL (E - O)                                                                             |M. PADILLA          
09900B|RODRIGUEZ, FRAY CAYETANO JOSE (E - O)                                                               |F.C.RODRIGUEZ       
09950 |FUNES, DOCTOR GREGORIO (DEAN FUNES) (E - O) (PJE.)                                                  |PJ.DEAN FUNES       
10000 |IRIGOYEN, BERNARDO DE (S - N)                                                                       |B.DE IRIGOYEN       
10030 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJ.S/N 100.30       
10050 |S/ ORD. 12029/13                                                                                    |PJ.F. BOBBIO        
10070 |S/ ORD. 12029/13                                                                                    |PJE. I. J. COSTA    
10100 |DELGADO, AGUSTIN (E - O)                                                                            |A. DELGADO          
10200 |ALSINA, VALENTIN (S - N)                                                                            |V. ALSINA           
10230 |S/ ORD. 12029/13                                                                                    |PJE.T. C. BERDAT    
10250 |SIN NOMBRE (S - N) (PJE.)                                                                           |PJ.S/N 102.50       
10270 |CAILLET BOIS, HORACIO (S - N) (PJE)                                                                 |CAILLET BOIS        
10275 |CASTAÑADUY, PRUDENCIO MARIA DE (DGNAL. SE - NO)                                                     |P. CASTAÑADUY       
10300 |ZAPATA, MARTIN (E - O)S/PLANO 156294/2010-                                                          |MARTIN ZAPATA       
10400 |LEIVA, GOBERNADOR LUCIANO (S - N) S/ PLANO DE MENSURA 159876-                                       |LUCIANO LEIVA       
10420 |ZAPATA GOLLAN, AGUSTIN (S - N) (PJE.)                                                               |ZAPATA GOLLAN       
10430 |LOFEUDO, RAMON (S - N) (PJE.)                                                                       |RAMON LOFEUDO       
10450 |RODRIGUEZ, JOAQUIN (S - N) (PJE.)                                                                   |J. RODRIGUEZ        
10460 |BUSANICHE, JOSE CARMELO (S - N) (PJE)                                                               |J.C.BUSANICHE       
10470 |AGUIRRE, JOSE URBANO (S - N) (PJE)                                                                  |J. U. AGUIRRE       
10500 |MARTINEZ, REGIS (E - O)                                                                             |R. MARTINEZ         
10550 |GUIDO, GENERAL TOMAS (E - O) (PJE.)                                                                 |PJ.GRAL.GUIDO       
10600 |LARGUIA, CONSTANCIO (S - N)S/ PLANO  DE MENSURA Nº 159876-175750                                    |C. LARGUIA          
10650 |SIN NOMBRE (S - N) (PJE.) (2DO. PASAJE) S/ PLANO DE MENSURA Nº 159876-                              |PJ.S/N 106.50       
10700A|CARRIL, SALVADOR MARIA DEL (E - O)                                                                  |S. DEL CARRIL       
10700B|MILENIO DE POLONIA (E - O)                                                                          |M. DE POLONIA       
10750 |SIN NOMBRE (E - O) (PJE.)                                                                           |PJ.S/N 107.50       
10800 |BAYO, GOBERNADOR SERVANDO (S - N)                                                                   |SERVANDO BAYO       
10900 |ZUVIRIA, JOSE MARIA (E - O)                                                                         |J. M. ZUVIRIA       
10925 |GOYENA, DOCTOR PEDRO (DGNAL. SO - NE)                                                               |DGNAL. GOYENA       
11000 |CHICLANA, FELICIANO ANTONIO (S - N)                                                                 |F.A.CHICLANA        
11050 |ROMERO, OBISPO GREGORIO IGNACIO (S - N) (PJE.)                                                      |PJE. ROMERO         
11100 |DERQUI, SANTIAGO (E - O)                                                                            |STGO. DERQUI        
11200 |CRESPO, GOBERNADOR IGNACIO (S - N)                                                                  |I. CRESPO           
11250A|ANUNCIACION, FRAY GABRIEL DE LA (S - N) (PJE.)                                                      |ANUNCIACION         
11250B|CARRASCO, GABRIEL (S - N) (PJE.)                                                                    |PJE.CARRASCO        
11275A|ESPERANZA, CAMINO VIEJO A (DGNAL. SE - NO)                                                          |CNO.ESPERANZA       
38400A|ENTRE CALLE COD.353-378.75                                                                          |BOHANES             
11275B|PANDOLFO, PIO (DGNAL. SE - NO)ORD.9667/1993-                                                        |PIO PANDOLFO        
11300A|GODOY, RUPERTO (E - O)                                                                              |RUPERTO GODOY       
11300B|ROCA, PRESIDENTE JULIO ARGENTINO (E - O)                                                            |PTE. J.A.ROCA       
11325 |AREVALO, CRISTOBAL DE (DGNAL. SO - NE) (PJE.)                                                       |PJE.C.AREVALO       
11400 |LEHMANN, GOBERNADOR RODOLFO B. (S - N)                                                              |GDOR. LEHMANN       
11450A|LASTRA, JUAN JULIAN (S - N) (PJE.)                                                                  |PJ.J.J.LASTRA       
11450B|LARGUIA, ARQUITECTO JONAS (S - N) (PJE.)                                                            |PJE.J.LARGUIA       
